product_id,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,energy_rating_stars,color,price_inr,manufacturing_date,warranty_years,customer_rating,city,platform,discount_offered,availability,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,reviewer_location,product_name,username
270,Water Purifier,UV,Active,NULL,5,NULL,NULL,UV,Dual-layer protection,NULL,White,8050,2023-03-01,1,4.4,Malappuram,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-05,Malappuram,Havells Active 5-litres UV Water Purifier,user452
271,Fans,Wall Fan,Hi-Speed,NULL,NULL,NULL,NULL,NULL,High Speed Motor,NULL,Black,2520,2023-06-17,2,4.4,Thrissur,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-22,Thrissur,Havells Hi-Speed 400mm Wall Fan,user563
272,Air Cooler,Desert,Superb,NULL,65,NULL,NULL,Honeycomb Pads,3-Side Cooling,NULL,White,10100,2023-05-11,1,3.8,Kollam,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-15,Kollam,Havells Superb 65L Desert Air Cooler,user674
273,Geyser,Instant,Carlo,NULL,3,NULL,NULL,NULL,Stainless Steel Tank,NULL,White,4050,2023-03-28,2,4.6,Palakkad,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-02,Palakkad,Havells Carlo 3 L Instant Water Heater,user785
274,Kitchen Appliances,Blender,Power Blend,NULL,1.5,NULL,NULL,3-speed control,Pulse function,NULL,Black,4050,2023-02-16,2,4.3,Kottayam,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-03-23,Kottayam,Havells Power Blend 1000W Blender,user896
275,Fans,Ceiling Fan,Florence,NULL,NULL,NULL,NULL,Underlight,Pull-cord operation,NULL,Antique Brass,8050,2023-01-27,2,4.7,Kannur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-03,Kannur,Havells Florence 1200mm Underlight Ceiling Fan,user997
276,Air Conditioner,Split AC,Lloyd GLS18I3FWGEV,1.5,NULL,NULL,NULL,Inverter,PM 2.5 Filter,3,White,42200,2023-05-27,1,4.2,Kozhikode,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-07-01,Kozhikode,Lloyd 1.5 Ton 3 Star Inverter Split AC,user120
277,Washing Machine,Semi-Automatic,Lloyd LWMS90,NULL,NULL,9,NULL,5 Wash Program,Magic Filter,5,Red,12100,2023-04-06,2,3.8,Alappuzha,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-05-11,Alappuzha,Lloyd 9 kg Semi-Automatic Top Loading Washing Machine,user231
278,Refrigerator,Side-by-Side,Lloyd GLSF580DGLT1EB,NULL,580,NULL,NULL,Inverter,Water & Ice Dispenser,NULL,Glass,90500,2023-03-31,1,4.8,Nagercoil,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-05-05,Nagercoil,Lloyd 580 L Frost Free Side-by-Side Refrigerator,user342
279,Water Purifier,Alkaline,Delite DX,NULL,6.5,NULL,NULL,Alkaline+RO+UV,Triple Protection,NULL,Sea Green,19100,2023-02-11,1,4.7,Thoothukudi,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-03-18,Thoothukudi,Havells Delite DX 6.5-litres Alkaline Water Purifier,user453
280,Fans,Table Fan,I-Cool,NULL,NULL,NULL,NULL,NULL,Remote Control,NULL,White,3050,2023-06-10,2,4.4,Tiruppur,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-07-15,Tiruppur,Havells I-Cool 400mm Table Fan,user564
281,Air Cooler,Tower,Aura,NULL,35,NULL,NULL,Honeycomb Pads,Auto Drain,NULL,White,8550,2023-05-26,1,4.1,Vellore,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-30,Vellore,Havells Aura 35L Tower Air Cooler,user675
282,Geyser,Gas,Powerflame,NULL,6,NULL,NULL,NULL,Flame Failure Device,NULL,White,6050,2023-03-31,2,4.5,Kakinada,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-05,Kakinada,Havells Powerflame 6 L Gas Water Heater,user786
283,Kitchen Appliances,Hand Blender,Power Mix,NULL,NULL,NULL,NULL,Detachable stem,2-speed setting,NULL,White,1550,2023-02-21,1,4.2,Rajahmundry,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-03-28,Rajahmundry,Havells Power Mix Hand Blender,user897
284,Fans,Ceiling Fan,Octet,NULL,NULL,NULL,NULL,8 Blade,Wider Air Delivery,NULL,Pearl White-Silver,9050,2023-01-10,2,4.6,Anantapur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-02-14,Anantapur,Havells Octet 1320mm Ceiling Fan,user998
285,Air Conditioner,Split AC,Lloyd GLS12I3FWGAV,1,NULL,NULL,NULL,Inverter,Self Diagnosis,3,White,36200,2023-05-20,1,4.1,Kurnool,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-06-24,Kurnool,Lloyd 1 Ton 3 Star Inverter Split AC,user121
286,Washing Machine,Top Load,Lloyd LWMT65,NULL,NULL,6.5,NULL,4D Wash,Auto Restart,5,Maroon,16100,2023-05-01,2,4,Karimnagar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-06-05,Karimnagar,Lloyd 6.5 kg 5 Star Fully-Automatic Top Load Washing Machine,user232
287,Refrigerator,Single Door,Lloyd GLDF235SBBT2EB,NULL,235,NULL,NULL,Direct Cool,Anti-Bacterial Gasket,5,Silver,18100,2023-03-16,1,4.3,Nizamabad,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-20,Nizamabad,Lloyd 235 L 5 Star Direct Cool Single Door Refrigerator,user343
288,Water Purifier,RO,Prime,NULL,8,NULL,NULL,RO+UV,Absolute Safety,NULL,White,13100,2023-02-26,1,4.5,Khammam,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-03,Khammam,Havells Prime 8-litres RO+UV Water Purifier,user454
289,Fans,Exhaust Fan,Ventilair Sleek,NULL,NULL,NULL,NULL,NULL,Stylish Design,NULL,White,1620,2023-06-21,1,4.3,Ramagundam,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-07-26,Ramagundam,Havells Ventilair Sleek 150mm Exhaust Fan,user565
290,Air Cooler,Personal,Trendy,NULL,18,NULL,NULL,Honeycomb Pads,Compact Design,NULL,White,5050,2023-05-21,1,3.7,Mahbubnagar,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-25,Mahbubnagar,Havells Trendy 18L Personal Air Cooler,user676
291,Geyser,Storage,Orizzonte,NULL,15,NULL,NULL,Digital Display,Smart Mode,5,White,12100,2023-03-13,2,4.8,Srikakulam,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-17,Srikakulam,Havells Orizzonte 15 L Storage Water Heater,user787
292,Kitchen Appliances,Pop-up Toaster,Crisp Plus,NULL,NULL,NULL,NULL,7 heat settings,Reheat function,NULL,White,1820,2023-02-04,1,4.1,Kadapa,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-11,Kadapa,Havells Crisp Plus 700-Watt Pop-up Toaster,user898
293,Fans,Ceiling Fan,Andria,NULL,NULL,NULL,NULL,Dust Resistant,Wider Tip Blades,5,Espresso Brown,4550,2023-02-02,2,4.4,Chittoor,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-03-09,Chittoor,Havells Andria 1200mm Ceiling Fan,user999
294,Air Conditioner,Split AC,Lloyd GLS18I5FWGEX,1.5,NULL,NULL,NULL,Inverter,100% Copper,5,White,50200,2023-05-13,1,4.6,Hindupur,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-06-17,Hindupur,Lloyd 1.5 Ton 5 Star Inverter Split AC,user122
295,Washing Machine,Front Load,Lloyd LWMF100,NULL,NULL,10,NULL,Inverter Motor,Refresh Cycle,5,Silver,40200,2023-04-16,2,4.6,Eluru,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-05-21,Eluru,Lloyd 10 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user233
296,Refrigerator,Double Door,Lloyd GLFF412ADST2EB,NULL,412,NULL,NULL,Frost Free,Convertible,2,Steel,40100,2023-03-09,1,4.3,Ongole,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-13,Ongole,Lloyd 412 L 2 Star Frost Free Double Door Refrigerator,user344
297,Water Purifier,UV,Aquas,NULL,7,NULL,NULL,UV+UF,5 Stage Purification,NULL,White,8550,2023-02-19,1,4.3,Tenali,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-03-26,Tenali,Havells Aquas 7-litres UV+UF Water Purifier,user455
298,Fans,Wall Fan,Sprint,NULL,NULL,NULL,NULL,NULL,Aerodynamic PP Blades,NULL,White,1920,2023-06-04,2,4.1,Bhimavaram,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-07-09,Bhimavaram,Havells Sprint 400mm Wall Fan,user566
299,Air Cooler,Desert,Tornado,NULL,75,NULL,NULL,Honeycomb Pads,Fully Collapsible Louvers,NULL,White,11100,2023-05-14,1,3.9,Madanapalle,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-06-18,Madanapalle,Havells Tornado 75L Desert Air Cooler,user677
300,Geyser,Instant,Bijlee,NULL,1,NULL,NULL,NULL,ISI Marked,NULL,White,2820,2023-03-07,2,4.4,Adoni,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-04-11,Adoni,Havells Bijlee 1 L Instant Water Heater,user788
301,Fans,Ceiling Fan,Ambrose,NULL,NULL,NULL,NULL,BLDC Motor,Remote Control,5,White,3500,2023-07-12,2,4.5,Mumbai,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-08-15,Mumbai,Havells Ambrose 1200mm Ceiling Fan,user123
302,Air Conditioner,Split AC,Lloyd GLS18I5FWBEV,1.5,NULL,NULL,NULL,Inverter,5 in 1 Convertible,5,White,45000,2023-06-20,1,4.2,Delhi,Flipkart,15,In Stock,12,Positive,No,NULL,Resolved,2023-07-25,Delhi,Lloyd 1.5 Ton 5 Star Inverter Split AC,user456
303,Washing Machine,Top Load,Lloyd LWMT75,NULL,NULL,7.5,NULL,5D Wash,In-built Heater,5,Grey,18000,2023-05-10,2,4,Bangalore,Reliance Digital,5,In Stock,24,Positive,No,NULL,Resolved,2023-06-12,Bangalore,Lloyd 7.5 kg 5 Star Fully-Automatic Top Load Washing Machine,user789
304,Refrigerator,Single Door,Lloyd GLDF205SBBT2EB,NULL,195,NULL,NULL,Direct Cool,Base stand with drawer,5,Blue,16000,2023-04-15,1,4.3,Chennai,Tata Cliq,12,In Stock,12,Positive,No,NULL,Resolved,2023-05-20,Chennai,Lloyd 195 L 5 Star Inverter Direct Cool Single Door Refrigerator,user101
305,Water Purifier,RO,Max,NULL,7,NULL,NULL,RO+UV,Mineralz,NULL,Black,12000,2023-03-25,1,4.6,Hyderabad,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-04-28,Hyderabad,Havells Max 7-litres RO+UV Water Purifier,user202
306,Fans,Exhaust Fan,Ventilair DX,NULL,NULL,NULL,NULL,NULL,Low Noise,NULL,White,1500,2023-08-01,1,4.1,Kolkata,Flipkart,8,In Stock,12,Positive,No,NULL,Resolved,2023-09-05,Kolkata,Havells Ventilair DX 200mm Exhaust Fan,user303
307,Air Cooler,Personal,Fria,NULL,25,NULL,NULL,Honeycomb Pads,Ice Chamber,NULL,White,6000,2023-07-18,1,3.9,Pune,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-08-22,Pune,Havells Fria 25L Personal Air Cooler,user404
308,Dishwasher,NULL,Lloyd Puro Hygiene+,NULL,NULL,NULL,14,NULL,Half Load,NULL,Silver,35000,2023-06-05,2,4.4,Ahmedabad,Vijay Sales,15,In Stock,24,Positive,No,NULL,Resolved,2023-07-10,Ahmedabad,Lloyd Puro Hygiene+ 14 Place Settings Dishwasher,user505
309,Geyser,Storage,Adonia R,NULL,25,NULL,NULL,Color changing LED,Feather Touch,5,White,13000,2023-05-22,2,4.7,Jaipur,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-06-26,Jaipur,Havells Adonia R 25 L Storage Water Heater,user606
310,Kitchen Appliances,Mixer Grinder,Silencio,NULL,NULL,NULL,NULL,Digital Display,Hands-free operation,NULL,Black,8000,2023-04-08,2,4.2,Lucknow,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-15,Lucknow,Havells Silencio 750W Mixer Grinder,user707
311,Fans,Pedestal Fan,V3,NULL,NULL,NULL,NULL,Jerk-free Oscillation,Aerodynamic Blades,NULL,White,2500,2023-08-10,2,4.3,Chandigarh,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-09-15,Chandigarh,Havells V3 400mm Pedestal Fan,user808
312,Air Conditioner,Window AC,Lloyd GLW18B32WADS,1.5,NULL,NULL,NULL,NULL,Auto Restart,3,White,32000,2023-07-25,1,4,Surat,Reliance Digital,10,In Stock,12,Positive,No,NULL,Resolved,2023-08-30,Surat,Lloyd 1.5 Ton 3 Star Window AC,user909
313,Washing Machine,Front Load,Lloyd LWMF80,NULL,NULL,8,NULL,Inverter Motor,Steam Wash,5,Silver,30000,2023-06-15,2,4.5,Indore,Amazon,15,In Stock,24,Positive,No,NULL,Resolved,2023-07-20,Indore,Lloyd 8 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user111
314,Refrigerator,Double Door,Lloyd GLFF282EDST1EB,NULL,282,NULL,NULL,Frost Free,Twist Ice Maker,2,Steel,25000,2023-05-05,1,4.1,Nagpur,Flipkart,12,In Stock,12,Positive,No,NULL,Resolved,2023-06-10,Nagpur,Lloyd 282 L 2 Star Frost Free Double Door Refrigerator,user222
315,Water Purifier,UV,Pro,NULL,8,NULL,NULL,UV+UF,iProtect,NULL,White,9000,2023-04-20,1,4.4,Coimbatore,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-05-25,Coimbatore,Havells Pro 8-litres UV+UF Water Purifier,user333
316,Fans,Wall Fan,Swing,NULL,NULL,NULL,NULL,NULL,Remote Control,NULL,White,2000,2023-08-18,2,4.2,Bhopal,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-09-22,Bhopal,Havells Swing 400mm Wall Fan,user444
317,Air Cooler,Desert,Brina,NULL,50,NULL,NULL,Honeycomb Pads,Auto Fill,NULL,White,8000,2023-07-02,1,3.8,Ludhiana,Croma,10,Out of Stock,12,Neutral,No,NULL,Resolved,2023-08-06,Ludhiana,Havells Brina 50L Desert Air Cooler,user555
318,Dishwasher,NULL,Lloyd Puro Hygiene+ Mini,NULL,NULL,NULL,8,NULL,Compact,NULL,White,20000,2023-06-28,2,4.6,Visakhapatnam,Vijay Sales,15,In Stock,24,Positive,No,NULL,Resolved,2023-08-02,Visakhapatnam,Lloyd Puro Hygiene+ Mini 8 Place Settings Dishwasher,user666
319,Geyser,Instant,Instanio,NULL,3,NULL,NULL,Color changing LED,Fire-retardant cable,NULL,White,3500,2023-05-12,2,4.5,Patna,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-06-16,Patna,Havells Instanio 3 L Instant Water Heater,user777
320,Kitchen Appliances,Induction Cooktop,Insta Cook,NULL,NULL,NULL,NULL,Soft-touch buttons,Auto-pan detection,NULL,Black,3000,2023-04-25,1,4.3,Agra,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-01,Agra,Havells Insta Cook PT 1600-Watt Induction Cooktop,user888
321,Fans,Ceiling Fan,Trinity,NULL,NULL,NULL,NULL,BLDC Motor,Underlight,5,Bronze,7000,2023-03-15,2,4.6,Kanpur,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-04-20,Kanpur,Havells Trinity 1200mm Underlight Ceiling Fan,user999
322,Air Conditioner,Split AC,Lloyd GLS24I3FWSEL,2,NULL,NULL,NULL,Inverter,Wi-fi Enabled,3,White,55000,2023-07-08,1,4.1,Varanasi,Reliance Digital,10,In Stock,12,Positive,No,NULL,Resolved,2023-08-12,Varanasi,Lloyd 2 Ton 3 Star Inverter Split AC,user112
323,Washing Machine,Semi-Automatic,Lloyd LWMS72,NULL,NULL,7.2,NULL,3 Wash Program,Castor Wheels,5,Maroon,10000,2023-06-22,2,3.9,Ghaziabad,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-07-27,Ghaziabad,Lloyd 7.2 kg Semi-Automatic Top Loading Washing Machine,user223
324,Refrigerator,Side-by-Side,Lloyd GLSF590DGLT1EB,NULL,590,NULL,NULL,Inverter,Super Freeze,NULL,Glass,75000,2023-05-18,1,4.5,Faridabad,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-06-22,Faridabad,Lloyd 590 L Frost Free Side-by-Side Refrigerator,user334
325,Water Purifier,Alkaline,Gracia,NULL,6.5,NULL,NULL,Alkaline,Hot & Cold,NULL,Black,25000,2023-04-01,1,4.7,Meerut,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-05-08,Meerut,Havells Gracia 6.5-litres Alkaline Water Purifier,user445
326,Fans,Table Fan,Cresent,NULL,NULL,NULL,NULL,NULL,High Air Delivery,NULL,White,1800,2023-08-25,2,4,Rajkot,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-09-30,Rajkot,Havells Cresent 400mm Table Fan,user556
327,Air Cooler,Tower,Celia,NULL,35,NULL,NULL,Honeycomb Pads,Low Noise,NULL,White,7500,2023-07-11,1,4,Jabalpur,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-08-15,Jabalpur,Havells Celia 35L Tower Air Cooler,user667
328,Geyser,Gas,Flagro,NULL,6,NULL,NULL,NULL,Overheating Protection,NULL,White,5000,2023-05-28,2,4.2,Jamshedpur,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-07-02,Jamshedpur,Havells Flagro 6 L Gas Water Heater,user778
329,Kitchen Appliances,Electric Kettle,Aqua Plus,NULL,1.2,NULL,NULL,Double wall,Cool touch body,NULL,Blue,1500,2023-04-12,1,4.4,Asansol,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-05-19,Asansol,Havells Aqua Plus 1.2 litre Electric Kettle,user889
330,Fans,Ceiling Fan,Momenta,NULL,NULL,NULL,NULL,BLDC Motor,Remote Control,5,Brown,4000,2023-03-22,2,4.3,Dhanbad,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-04-26,Dhanbad,Havells Momenta 1200mm Ceiling Fan,user990
331,Air Conditioner,Split AC,Lloyd GLS12I3FWSV,1,NULL,NULL,NULL,Inverter,Anti-Viral Filter,3,White,35000,2023-07-30,1,4.2,Allahabad,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-09-04,Allahabad,Lloyd 1 Ton 3 Star Inverter Split AC,user113
332,Washing Machine,Top Load,Lloyd LWMT80,NULL,NULL,8,NULL,6D Wash,Near Zero Pressure,5,Black,20000,2023-06-08,2,4.1,Amritsar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-07-13,Amritsar,Lloyd 8 kg 5 Star Fully-Automatic Top Load Washing Machine,user224
333,Refrigerator,Single Door,Lloyd GLDF195SBBT2EB,NULL,188,NULL,NULL,Direct Cool,Toughened Glass Shelves,5,Red,15000,2023-05-01,1,4.2,Vijayawada,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-05,Vijayawada,Lloyd 188 L 5 Star Direct Cool Single Door Refrigerator,user335
334,Water Purifier,RO,Digitouch,NULL,6,NULL,NULL,RO+UV+Alkaline,Touch Panel,NULL,Champagne,28000,2023-04-18,1,4.8,Srinagar,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-05-25,Srinagar,Havells Digitouch 6-litres RO+UV+Alkaline Water Purifier,user446
335,Fans,Exhaust Fan,Ventilair DXW,NULL,NULL,NULL,NULL,NULL,Automatic Shutter,NULL,White,1800,2023-08-05,1,4.3,Aurangabad,Amazon,8,In Stock,12,Positive,No,NULL,Resolved,2023-09-10,Aurangabad,Havells Ventilair DXW-A 250mm Exhaust Fan,user557
336,Air Cooler,Personal,Tusker,NULL,18,NULL,NULL,Honeycomb Pads,Ice Compartment,NULL,Grey,5500,2023-07-22,1,3.7,Solapur,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-08-26,Solapur,Havells Tusker 18L Personal Air Cooler,user668
337,Geyser,Storage,Magnatron,NULL,15,NULL,NULL,Glassline Inner Container,Whirlflow Technology,5,White,10000,2023-05-15,2,4.6,Ranchi,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-06-19,Ranchi,Havells Magnatron 15 L Storage Water Heater,user779
338,Kitchen Appliances,Juicer Mixer Grinder,Nutri Art,NULL,NULL,NULL,NULL,2-in-1 Juicing & Blending,Pulp container,NULL,Black,6000,2023-04-28,2,4.1,Jodhpur,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-06-04,Jodhpur,Havells Nutri Art 200W Juicer Mixer Grinder,user890
339,Fans,Ceiling Fan,Stealth Air,NULL,NULL,NULL,NULL,Aerodynamic Profile Blades,Dust Resistant,5,Pearl White,5000,2023-03-05,2,4.4,Guwahati,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-04-10,Guwahati,Havells Stealth Air 1200mm Ceiling Fan,user991
340,Air Conditioner,Split AC,Lloyd GLS18I3FWAMC,1.5,NULL,NULL,NULL,Inverter,Cools at 52°C,3,White,40000,2023-07-15,1,4,Gwalior,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-08-19,Gwalior,Lloyd 1.5 Ton 3 Star Inverter Split AC,user114
341,Washing Machine,Front Load,Lloyd LWMF70,NULL,NULL,7,NULL,Inverter Motor,Eco Wash,5,White,28000,2023-06-01,2,4.3,Madurai,Amazon,12,In Stock,24,Positive,No,NULL,Resolved,2023-07-06,Madurai,Lloyd 7 kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine,user225
342,Refrigerator,Double Door,Lloyd GLFF312ADST2EB,NULL,312,NULL,NULL,Frost Free,Movable Ice Tray,2,Steel,28000,2023-05-25,1,4,Hubli,Flipkart,10,In Stock,12,Positive,No,NULL,Resolved,2023-06-29,Hubli,Lloyd 312 L 2 Star Frost Free Double Door Refrigerator,user336
343,Water Purifier,UV,Delite,NULL,6.5,NULL,NULL,UV+UF,Revitalizer,NULL,Sea Green,10000,2023-04-11,1,4.5,Salem,Tata Cliq,10,In Stock,12,Positive,No,NULL,Resolved,2023-05-18,Salem,Havells Delite 6.5-litres UV+UF Water Purifier,user447
344,Fans,Wall Fan,Swing LX,NULL,NULL,NULL,NULL,NULL,Jerk Free Oscillation,NULL,White,2200,2023-08-22,2,4.1,Tiruchirappalli,Amazon,8,In Stock,24,Positive,No,NULL,Resolved,2023-09-27,Tiruchirappalli,Havells Swing LX 400mm Wall Fan,user558
345,Air Cooler,Desert,Koolaire,NULL,51,NULL,NULL,Honeycomb Pads,Powerful Air Delivery,NULL,Grey,9000,2023-07-05,1,3.9,Bhubaneswar,Croma,10,In Stock,12,Neutral,No,NULL,Resolved,2023-08-09,Bhubaneswar,Havells Koolaire 51L Desert Air Cooler,user669
346,Geyser,Instant,Opal,NULL,1,NULL,NULL,NULL,Shock Safe Plug,NULL,White,3000,2023-05-08,2,4.4,Dehradun,Flipkart,12,In Stock,24,Positive,No,NULL,Resolved,2023-06-12,Dehradun,Havells Opal 1 L Instant Water Heater,user780
347,Kitchen Appliances,Sandwich Maker,Toastino,NULL,NULL,NULL,NULL,Non-stick plates,Hinged lock,NULL,Black,1200,2023-04-22,1,4.2,Mysore,Amazon,10,In Stock,12,Positive,No,NULL,Resolved,2023-05-29,Mysore,Havells Toastino 4-Slice Sandwich Maker,user891
348,Fans,Ceiling Fan,Leganza,NULL,NULL,NULL,NULL,4 Blade,Exotic Blade Trims,NULL,Bronze-Gold,6000,2023-03-18,2,4.5,Thiruvananthapuram,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-04-22,Thiruvananthapuram,Havells Leganza 1200mm Ceiling Fan,user992
349,Air Conditioner,Split AC,Lloyd GLS18I5FWGAV,1.5,NULL,NULL,NULL,Inverter,Green Bio Filter,5,White,48000,2023-07-01,1,4.3,Kochi,Reliance Digital,15,In Stock,12,Positive,No,NULL,Resolved,2023-08-05,Kochi,Lloyd 1.5 Ton 5 Star Inverter Split AC,user115
350,Washing Machine,Semi-Automatic,Lloyd LWMS80,NULL,NULL,8,NULL,4 Wash Program,Buzzer,5,Blue,11000,2023-06-18,2,3.8,Udaipur,Amazon,8,In Stock,24,Neutral,No,NULL,Resolved,2023-07-23,Udaipur,Lloyd 8 kg Semi-Automatic Top Loading Washing Machine,user226
351,Refrigerator,Side-by-Side,Lloyd GLSF600DGLT1EB,NULL,600,NULL,NULL,Inverter,Holiday Mode,NULL,Glass,80000,2023-05-11,1,4.6,Jalandhar,Flipkart,20,In Stock,12,Positive,No,NULL,Resolved,2023-06-15,Jalandhar,Lloyd 600 L Frost Free Side-by-Side Refrigerator,user337
352,Water Purifier,Alkaline,Fab,NULL,7,NULL,NULL,Alkaline,i-Protect Purification,NULL,White,15000,2023-04-04,1,4.6,Warangal,Tata Cliq,15,In Stock,12,Positive,No,NULL,Resolved,2023-05-11,Warangal,Havells Fab 7-litres Alkaline Water Purifier,user448
353,Fans,Table Fan,Velocity,NULL,NULL,NULL,NULL,NULL,Aerodynamically designed blades,NULL,Blue,2000,2023-08-28,2,4.2,Guntur,Amazon,5,In Stock,24,Positive,No,NULL,Resolved,2023-10-02,Guntur,Havells Velocity 400mm Table Fan,user559
354,Air Cooler,Tower,Momenta,NULL,36,NULL,NULL,Honeycomb Pads,Remote Control,NULL,White,9500,2023-07-28,1,4.1,Noida,Croma,10,In Stock,12,Positive,No,NULL,Resolved,2023-09-02,Noida,Havells Momenta 36L Tower Air Cooler,user670
355,Geyser,Gas,Proton,NULL,6,NULL,NULL,NULL,Child Lock,NULL,White,5500,2023-05-02,2,4.3,Gurgaon,Flipkart,10,In Stock,24,Positive,No,NULL,Resolved,2023-06-06,Gurgaon,Havells Proton 6 L Gas Water Heater,user781
356,Kitchen Appliances,Air Fryer,ProLife Digi,NULL,4,NULL,NULL,Air Filtration System,Auto Shut-off,NULL,Black,9000,2023-04-15,2,4.5,Bhavnagar,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-05-22,Bhavnagar,Havells ProLife Digi 1230-Watt Air Fryer,user892
357,Fans,Ceiling Fan,Amelia,NULL,NULL,NULL,NULL,BLDC Motor,Smart Mode,5,Ivory,6500,2023-03-28,2,4.7,Jamnagar,Havells Store,5,In Stock,24,Positive,No,NULL,Resolved,2023-05-04,Jamnagar,Havells Amelia 1200mm Ceiling Fan,user993
358,Air Conditioner,Split AC,Lloyd GLS12I5FWGEV,1,NULL,NULL,NULL,Inverter,Golden Eva Coils,5,White,40000,2023-07-20,1,4.4,Cuttack,Reliance Digital,12,In Stock,12,Positive,No,NULL,Resolved,2023-08-24,Cuttack,Lloyd 1 Ton 5 Star Inverter Split AC,user116
359,Washing Machine,Top Load,Lloyd LWMT70,NULL,NULL,7,NULL,5D Wash,Fuzzy Logic,5,Grey,17000,2023-06-25,2,4,Bikaner,Amazon,10,In Stock,24,Positive,No,NULL,Resolved,2023-07-30,Bikaner,Lloyd 7 kg 5 Star Fully-Automatic Top Load Washing Machine,user227
